Computed Missing Max Age,Race / Ethnicity,Date Of Last Contact,State Of Last Contact,Gender
44.0,White / Caucasian,8/1/09,OH,Female
33.0,White / Caucasian,9/13/82,MA,Male
28.0,White / Caucasian,3/1/17,CA,Female
27.0,White / Caucasian,1/1/90,CA,Male
19.0,Hispanic / Latino,5/28/10,AZ,Male
39.0,Black / African American,6/27/08,VA,Female
30.0,Asian,9/27/12,CA,Male
54.0,White / Caucasian,3/1/06,TX,Male
18.0,White / Caucasian,3/11/12,NY,Male
28.0,White / Caucasian,7/31/80,MI,Female
46.0,Native American / Alaskan Native,8/15/82,WA,Female
80.0,White / Caucasian,6/25/88,WA,Male
15.0,White / Caucasian,3/16/12,CA,Female
15.0,White / Caucasian,9/1/04,MA,Male
39.0,White / Caucasian,10/19/09,CA,Female
19.0,White / Caucasian,4/20/97,CA,Female
47.0,White / Caucasian,3/3/09,OR,Female
21.0,White / Caucasian,11/23/89,TX,Female
21.0,White / Caucasian,8/20/79,CO,Female
16.0,Hispanic / Latino,5/5/18,CA,Male
64.0,White / Caucasian,6/7/71,PA,Male
33.0,White / Caucasian;Hispanic / Latino,7/14/17,TX,Male
21.0,White / Caucasian,7/7/17,AR,Female
38.0,White / Caucasian,3/25/17,OH,Female
34.0,White / Caucasian,9/21/17,FL,Male
33.0,White / Caucasian,4/13/18,MD,Male
76.0,White / Caucasian,10/30/17,IL,Male
21.0,White / Caucasian,10/1/81,CA,Male
67.0,White / Caucasian,3/22/13,OH,Female
19.0,Black / African American,8/20/80,CA,Female
37.0,Hispanic / Latino,6/14/10,AZ,Male
35.0,White / Caucasian,2/27/98,FL,Male
31.0,White / Caucasian,9/1/92,CO,Female
23.0,Black / African American,11/2/88,FL,Female
23.0,White / Caucasian,8/24/11,FL,Male
38.0,White / Caucasian,3/28/01,MN,Male
75.0,White / Caucasian,9/28/95,MN,Male
45.0,White / Caucasian,10/10/83,MN,Male
42.0,White / Caucasian,9/3/92,CA,Male
52.0,White / Caucasian,3/14/07,WI,Male
50.0,Black / African American,2/26/10,NY,Male
48.0,White / Caucasian,6/5/93,CA,Male
74.0,Black / African American,11/13/16,AL,Male
30.0,White / Caucasian,4/27/16,FL,Female
37.0,White / Caucasian,4/8/85,TN,Male
56.0,Black / African American,8/9/14,TX,Male
69.0,White / Caucasian,5/8/13,TN,Male
30.0,White / Caucasian,1/5/16,CA,Male
9.0,Hispanic / Latino,9/30/09,CA,Female
3.0,Black / African American,12/24/08,TX,Female
51.0,White / Caucasian,10/24/83,OH,Male
19.0,White / Caucasian,2/3/13,AZ,Female
3.0,Native American / Alaskan Native,1/1/97,OK,Female
45.0,Native American / Alaskan Native,5/1/05,FL,Female
12.0,Black / African American,3/23/16,MA,Female
24.0,White / Caucasian,3/15/95,MI,Male
41.0,Black / African American,12/5/05,TN,Male
31.0,White / Caucasian,11/4/04,FL,Female
15.0,Hispanic / Latino,12/28/16,NJ,Male
20.0,White / Caucasian,6/26/77,FL,Male
32.0,Hispanic / Latino,10/24/08,AZ,Male
58.0,White / Caucasian,8/5/15,CA,Female
22.0,Black / African American,10/19/87,IL,Male
43.0,Black / African American,10/28/14,NC,Female
26.0,White / Caucasian,2/24/84,FL,Male
30.0,Black / African American,9/21/06,FL,Male
25.0,White / Caucasian,12/8/12,MD,Male
52.0,Black / African American,4/15/94,FL,Male
23.0,White / Caucasian,11/3/08,AL,Female
28.0,Black / African American,5/29/89,OH,Female
23.0,Black / African American,12/18/06,OH,Male
37.0,Hispanic / Latino,11/6/82,WI,Male
25.0,White / Caucasian,9/11/91,AL,Female
52.0,White / Caucasian,12/13/06,OH,Male
20.0,White / Caucasian,10/5/95,CA,Female
59.0,White / Caucasian,6/18/17,NY,Male
15.0,Hispanic / Latino,6/1/16,NJ,Female
71.0,White / Caucasian,6/6/16,FL,Male
53.0,White / Caucasian,1/1/06,TX,Male
69.0,Black / African American,6/12/93,TX,Male
18.0,White / Caucasian,3/29/69,TX,Male
14.0,White / Caucasian,7/26/16,IA,Male
62.0,White / Caucasian,8/3/15,VA,Male
0.0,White / Caucasian,7/1/15,CA,Female
65.0,White / Caucasian,6/22/17,FL,Male
49.0,White / Caucasian,2/12/18,OH,Female
40.0,White / Caucasian,12/27/17,TN,Male
22.0,White / Caucasian,1/8/14,PA,Female
34.0,White / Caucasian,2/3/15,FL,Male
53.0,White / Caucasian,11/26/90,IA,Male
22.0,White / Caucasian,2/5/84,CO,Male
32.0,White / Caucasian,11/30/17,NJ,Female
48.0,White / Caucasian,12/5/17,AK,Male
30.0,Native American / Alaskan Native,2/1/80,AZ,Male
46.0,White / Caucasian,9/16/16,TX,Male
48.0,White / Caucasian,6/16/16,FL,Male
25.0,Black / African American,10/10/15,NV,Female
26.0,White / Caucasian,6/1/81,OK,Female
48.0,White / Caucasian,1/16/16,NC,Male
24.0,White / Caucasian,8/1/11,AZ,Male
33.0,White / Caucasian,8/11/99,TN,Male
24.0,White / Caucasian,11/22/01,WI,Female
33.0,Black / African American,4/20/84,MI,Female
25.0,White / Caucasian;Hispanic / Latino,12/1/80,NM,Female
68.0,White / Caucasian,6/29/11,ND,Male
31.0,White / Caucasian,6/8/15,KY,Female
32.0,White / Caucasian,3/22/15,TX,Female
25.0,White / Caucasian,3/30/77,CA,Female
23.0,Native American / Alaskan Native,11/21/13,WA,Male
74.0,White / Caucasian,11/28/08,NV,Female
32.0,White / Caucasian,3/31/76,NE,Male
25.0,White / Caucasian,2/2/88,FL,Male
2.0,Black / African American,12/2/11,MI,Female
77.0,Black / African American,5/10/04,TN,Male
44.0,White / Caucasian,9/19/99,TX,Female
18.0,White / Caucasian,3/22/84,TX,Male
65.0,White / Caucasian,1/26/82,FL,Female
25.0,White / Caucasian,12/22/00,FL,Female
22.0,White / Caucasian,2/20/94,FL,Female
33.0,White / Caucasian,4/8/11,VA,Male
30.0,Native American / Alaskan Native,3/4/11,AZ,Male
19.0,Hispanic / Latino,8/1/17,CA,Male
52.0,Black / African American,2/25/03,CA,Male
29.0,White / Caucasian,12/26/65,MI,Male
31.0,White / Caucasian,11/10/93,RI,Male
33.0,White / Caucasian,8/15/15,TN,Female
43.0,White / Caucasian,11/7/93,WI,Male
8.0,White / Caucasian,7/11/78,CA,Male
2.0,White / Caucasian,2/22/10,MI,Female
27.0,White / Caucasian,7/15/78,CA,Female
24.0,Black / African American,12/31/86,FL,Female
58.0,White / Caucasian,10/16/72,AK,Male
24.0,White / Caucasian,10/31/85,AR,Female
7.0,Other,8/11/10,NY,Male
5.0,Other,12/3/11,FL,Male
38.0,White / Caucasian,5/11/84,TX,Female
63.0,White / Caucasian,8/1/87,TX,Male
45.0,White / Caucasian,1/1/05,TN,Male
44.0,White / Caucasian,6/5/14,CA,Female
35.0,White / Caucasian,5/25/02,WA,Male
21.0,White / Caucasian,1/1/78,OH,Female
17.0,White / Caucasian,6/15/96,GA,Male
70.0,Black / African American,3/8/00,CA,Female
34.0,Hispanic / Latino,6/11/12,AZ,Male
22.0,Black / African American,12/4/82,KS,Male
23.0,White / Caucasian,2/28/05,CA,Male
28.0,White / Caucasian,4/28/18,KY,Female
55.0,Black / African American,12/25/17,GA,Female
18.0,White / Caucasian;Hispanic / Latino,2/25/17,WI,Male
17.0,Hispanic / Latino,10/4/15,SC,Male
26.0,Hispanic / Latino,11/1/85,CO,Male
36.0,White / Caucasian,12/26/16,NY,Male
43.0,White / Caucasian,10/27/07,TX,Female
51.0,Black / African American,9/10/17,OR,Male
27.0,White / Caucasian,9/28/94,MI,Female
5.0,Black / African American,7/30/12,MI,Male
60.0,White / Caucasian,11/15/12,CA,Female
32.0,Hispanic / Latino,5/30/94,CA,Male
5.0,Other,6/16/08,CA,Male
24.0,White / Caucasian,5/20/81,WY,Female
2.0,Hispanic / Latino,7/8/07,MO,Male
0.0,Hispanic / Latino,7/8/07,MO,Female
3.0,White / Caucasian,1/20/06,OH,Male
47.0,Hispanic / Latino,8/20/05,AZ,Male
60.0,White / Caucasian,11/22/17,OR,Male
29.0,White / Caucasian,6/8/12,MI,Female
75.0,White / Caucasian,12/23/09,CA,Male
44.0,Black / African American,1/1/83,OH,Male
26.0,White / Caucasian,8/20/75,MT,Female
53.0,Black / African American,5/15/08,WV,Male
56.0,White / Caucasian,2/22/14,NY,Female
27.0,Black / African American,11/18/09,VA,Female
36.0,Hispanic / Latino,5/2/99,AZ,Male
25.0,White / Caucasian,12/16/90,MN,Female
29.0,White / Caucasian,11/8/85,TX,Female
56.0,White / Caucasian,5/17/02,OR,Female
19.0,White / Caucasian,1/11/83,AZ,Male
33.0,Black / African American,4/22/16,GA,Male
37.0,White / Caucasian,12/31/00,NM,Female
23.0,White / Caucasian;Hispanic / Latino,6/14/99,AZ,Male
47.0,Native American / Alaskan Native,7/1/13,SD,Male
37.0,White / Caucasian,1/20/09,CA,Male
28.0,White / Caucasian,5/13/86,MO,Male
39.0,Hispanic / Latino,9/6/09,AZ,Male
13.0,White / Caucasian;Hispanic / Latino,10/12/77,IL,Male
30.0,White / Caucasian,3/23/13,MI,Male
33.0,White / Caucasian,9/25/14,KY,Female
40.0,White / Caucasian,1/21/71,VT,Male
16.0,White / Caucasian;Hispanic / Latino,8/19/17,VA,Female
39.0,Black / African American,11/5/14,AL,Male
43.0,White / Caucasian,6/8/00,OR,Female
40.0,White / Caucasian,1/27/13,OK,Male
57.0,White / Caucasian,11/1/87,MI,Male
12.0,White / Caucasian,6/15/88,CT,Female
68.0,White / Caucasian,7/13/11,LA,Male
39.0,White / Caucasian,3/8/96,NC,Female
53.0,White / Caucasian,12/30/37,DE,Female
44.0,White / Caucasian,6/1/79,WY,Female
32.0,Native American / Alaskan Native,1/2/17,OK,Male
34.0,White / Caucasian,2/17/17,MO,Female
23.0,White / Caucasian,1/25/01,TX,Male
55.0,White / Caucasian,2/14/17,MI,Male
69.0,White / Caucasian;Hispanic / Latino,11/20/16,TX,Female
37.0,Black / African American,8/1/00,NY,Male
61.0,Asian,6/29/16,CO,Male
32.0,White / Caucasian,10/15/08,AZ,Female
60.0,White / Caucasian,8/16/17,CA,Male
20.0,White / Caucasian,3/21/83,PA,Male
38.0,White / Caucasian,8/16/05,NY,Male
21.0,Native American / Alaskan Native,4/20/14,NM,Female
32.0,White / Caucasian,9/4/95,ID,Male
41.0,White / Caucasian,12/17/91,FL,Male
39.0,White / Caucasian,7/16/13,CA,Male
29.0,Hispanic / Latino,3/5/11,AZ,Male
25.0,White / Caucasian,9/18/74,OH,Male
51.0,Hispanic / Latino,6/27/13,CA,Male
20.0,White / Caucasian,12/30/05,KY,Male
29.0,Hispanic / Latino,2/6/12,AZ,Male
70.0,White / Caucasian,12/1/11,OR,Male
27.0,White / Caucasian,12/3/95,VA,Female
45.0,White / Caucasian,10/14/07,TX,Female
47.0,White / Caucasian,7/18/16,WI,Female
37.0,White / Caucasian,9/8/80,CA,Male
21.0,Black / African American,3/16/05,OH,Male
34.0,White / Caucasian,5/27/82,OH,Male
59.0,White / Caucasian,9/16/14,TX,Male
48.0,White / Caucasian,1/1/17,NY,Male
46.0,White / Caucasian,3/2/17,OR,Female
44.0,Black / African American,8/3/10,PA,Female
46.0,White / Caucasian,4/18/14,CA,Female
30.0,White / Caucasian,11/30/12,MO,Male
46.0,White / Caucasian,8/30/04,WI,Male
23.0,Black / African American,9/15/14,NJ,Female
29.0,White / Caucasian,7/5/17,FL,Male
45.0,White / Caucasian,11/11/17,MO,Female
23.0,White / Caucasian;Hispanic / Latino,1/1/87,CA,Male
22.0,White / Caucasian,5/14/09,CO,Male
20.0,White / Caucasian,5/17/12,NC,Male
46.0,White / Caucasian,10/8/12,FL,Male
31.0,Black / African American,12/1/97,NC,Male
2.0,Other,12/2/97,CA,Male
42.0,White / Caucasian,6/8/40,NE,Male
27.0,White / Caucasian,11/22/12,CA,Male
35.0,White / Caucasian,9/13/17,FL,Female
39.0,White / Caucasian,6/1/17,FL,Female
60.0,Black / African American,6/16/11,FL,Male
24.0,White / Caucasian;Hispanic / Latino,1/1/88,AZ,Male
76.0,White / Caucasian,6/6/13,GA,Male
8.0,Hispanic / Latino,5/30/12,MS,Male
24.0,White / Caucasian,9/23/81,CA,Male
26.0,White / Caucasian,5/12/00,CA,Male
38.0,White / Caucasian,4/3/80,AZ,Male
55.0,White / Caucasian,5/11/08,OK,Female
68.0,Black / African American,1/22/15,WV,Male
40.0,White / Caucasian,9/1/88,NM,Female
12.0,Black / African American,3/27/06,MI,Male
22.0,Black / African American,8/1/07,TX,Female
33.0,White / Caucasian,1/27/71,VT,Male
4.0,White / Caucasian,10/12/76,NH,Female
24.0,Black / African American,2/12/86,CA,Female
25.0,White / Caucasian,11/22/93,FL,Female
45.0,White / Caucasian,8/22/05,CA,Female
50.0,White / Caucasian,3/23/91,AZ,Male
33.0,Asian,7/1/91,FL,Female
35.0,White / Caucasian,6/1/12,NV,Male
41.0,White / Caucasian,12/14/13,FL,Female
73.0,White / Caucasian,5/20/00,FL,Male
34.0,White / Caucasian,3/14/82,CA,Male
15.0,Black / African American,3/31/18,CA,Female
32.0,White / Caucasian,11/16/15,LA,Male
20.0,White / Caucasian,2/1/98,CA,Female
7.0,White / Caucasian;Hispanic / Latino,6/3/09,TX,Male
36.0,Hispanic / Latino,5/15/10,AZ,Male
24.0,White / Caucasian,1/7/92,MO,Female
25.0,White / Caucasian,4/26/13,MI,Female
25.0,White / Caucasian,12/27/11,FL,Female
33.0,White / Caucasian,6/12/70,MA,Female
25.0,White / Caucasian,2/1/94,FL,Female
26.0,Uncertain,9/17/99,MN,Female
19.0,White / Caucasian,5/21/88,MN,Male
45.0,White / Caucasian,1/23/11,DE,Male
47.0,White / Caucasian,9/30/85,CA,Male
21.0,White / Caucasian,11/25/95,AR,Male
28.0,White / Caucasian,3/29/87,PA,Female
34.0,White / Caucasian,1/4/87,AR,Male
84.0,White / Caucasian;Hispanic / Latino,5/4/11,NY,Male
54.0,White / Caucasian,5/20/16,FL,Male
47.0,White / Caucasian;Hispanic / Latino,7/2/14,TX,Female
15.0,Other,2/4/17,MD,Female
16.0,White / Caucasian,1/7/81,MO,Male
34.0,White / Caucasian,6/19/00,WI,Male
18.0,White / Caucasian;Hispanic / Latino,8/1/87,TX,Female
30.0,White / Caucasian,3/9/12,OK,Male
18.0,White / Caucasian;Hispanic / Latino,4/2/15,MD,Male
75.0,White / Caucasian;Hispanic / Latino,4/19/15,NM,Male
49.0,White / Caucasian,1/1/09,MI,Male
5.0,Other,8/25/10,MD,Male
35.0,White / Caucasian,1/16/91,TN,Female
26.0,Black / African American,6/19/13,OH,Female
22.0,White / Caucasian,6/10/76,NY,Female
41.0,White / Caucasian,7/2/83,CA,Male
49.0,White / Caucasian,5/13/15,OR,Male
28.0,White / Caucasian,10/23/14,FL,Male
18.0,White / Caucasian,4/24/69,NY,Female
61.0,White / Caucasian,10/26/84,WA,Male
32.0,White / Caucasian,6/6/93,CA,Male
28.0,White / Caucasian,2/10/83,CA,Male
0.0,White / Caucasian,4/27/64,IL,Male
24.0,White / Caucasian;Hispanic / Latino,10/26/11,TX,Male
64.0,White / Caucasian,6/1/12,WA,Male
14.0,Hispanic / Latino,6/3/16,TX,Female
33.0,White / Caucasian,10/20/89,MD,Male
25.0,Black / African American,8/14/13,CO,Male
51.0,White / Caucasian,8/1/08,WA,Male
19.0,Black / African American,1/7/16,NC,Female
54.0,White / Caucasian,9/5/15,FL,Male
54.0,White / Caucasian,1/22/77,UT,Male
68.0,White / Caucasian,11/24/15,NY,Male
54.0,White / Caucasian,5/17/03,IL,Male
29.0,White / Caucasian,4/1/99,CO,Male
22.0,Asian,9/30/95,NM,Female
14.0,White / Caucasian,11/8/16,FL,Female
49.0,White / Caucasian,7/17/09,CA,Male
64.0,Black / African American,9/14/17,IN,Female
14.0,White / Caucasian;Hispanic / Latino,7/20/14,AZ,Female
28.0,White / Caucasian,12/1/08,IL,Male
56.0,White / Caucasian,10/1/08,FL,Male
25.0,Black / African American,1/1/91,OK,Female
30.0,White / Caucasian,4/12/83,MI,Male
38.0,White / Caucasian,8/14/15,CA,Male
21.0,Black / African American,7/4/15,TX,Male
32.0,Black / African American,8/13/15,MI,Female
17.0,Hispanic / Latino,3/29/84,CA,Male
25.0,Native American / Alaskan Native,7/23/13,OR,Male
39.0,White / Caucasian,6/29/10,CA,Female
19.0,White / Caucasian,12/18/13,SC,Female
22.0,White / Caucasian,3/29/99,CA,Female
59.0,White / Caucasian,11/25/03,OH,Male
44.0,Black / African American,5/15/01,IA,Male
1.0,Hispanic / Latino,2/11/98,AZ,Female
20.0,White / Caucasian,3/27/10,TX,Male
6.0,Other,6/30/06,OH,Male
2.0,Asian,8/1/07,NY,Female
3.0,Hispanic / Latino,7/31/06,TX,Female
38.0,White / Caucasian,12/25/17,CT,Male
55.0,White / Caucasian;Hispanic / Latino,4/12/12,WA,Male
29.0,White / Caucasian,9/8/92,TX,Male
25.0,White / Caucasian,3/31/81,TX,Male
53.0,White / Caucasian,9/16/11,FL,Male
16.0,White / Caucasian,3/12/17,KY,Male
17.0,Hispanic / Latino,3/22/17,CA,Male
17.0,White / Caucasian,11/26/86,WA,Male
37.0,White / Caucasian,6/17/11,VA,Male
43.0,White / Caucasian,4/18/94,MO,Male
20.0,White / Caucasian,9/30/94,AR,Male
46.0,Black / African American,10/8/99,TX,Male
24.0,Hispanic / Latino,9/3/06,ME,Male
17.0,White / Caucasian,5/29/17,TN,Female
59.0,White / Caucasian,6/20/14,MA,Male
46.0,White / Caucasian,3/18/07,WI,Male
21.0,White / Caucasian,1/25/12,NC,Female
59.0,White / Caucasian,4/16/97,LA,Male
34.0,White / Caucasian,8/30/90,FL,Female
31.0,Black / African American,1/1/81,NJ,Female
54.0,White / Caucasian,10/1/13,IL,Female
23.0,White / Caucasian,7/20/16,FL,Male
45.0,White / Caucasian;Hispanic / Latino,9/1/93,CA,Male
48.0,White / Caucasian,3/25/96,PA,Female
27.0,Black / African American,5/15/14,SC,Male
40.0,White / Caucasian;Hispanic / Latino,8/31/15,TX,Female
51.0,White / Caucasian,1/1/90,PA,Female
60.0,White / Caucasian,5/14/14,NY,Male
20.0,White / Caucasian;Hispanic / Latino,5/10/08,SC,Male
28.0,White / Caucasian,5/5/15,OH,Female
50.0,White / Caucasian,8/24/99,AZ,Male
23.0,White / Caucasian,12/26/13,CA,Male
36.0,White / Caucasian,9/3/73,AK,Male
45.0,White / Caucasian,3/21/78,IA,Female
44.0,Black / African American,12/31/09,FL,Female
34.0,Hispanic / Latino,10/25/11,TX,Female
50.0,White / Caucasian,1/2/14,MS,Female
36.0,White / Caucasian,9/29/10,GA,Male
22.0,White / Caucasian,1/1/78,AZ,Male
39.0,White / Caucasian,12/15/17,KS,Female
34.0,White / Caucasian,7/18/14,LA,Male
52.0,White / Caucasian,2/19/15,AZ,Male
22.0,Black / African American,3/18/96,GA,Male
16.0,Hispanic / Latino,2/28/14,MA,Female
21.0,White / Caucasian,6/21/79,CA,Male
26.0,Black / African American,9/1/89,TN,Male
26.0,White / Caucasian,2/7/10,FL,Male
77.0,White / Caucasian,7/26/10,FL,Male
29.0,White / Caucasian,4/27/07,MN,Male
23.0,White / Caucasian,12/26/06,CO,Female
28.0,White / Caucasian,3/4/80,FL,Male
18.0,White / Caucasian;Hispanic / Latino,10/31/10,NM,Male
36.0,Black / African American,10/12/07,CA,Female
36.0,White / Caucasian;Hispanic / Latino,3/5/17,TX,Male
51.0,White / Caucasian,4/29/17,CA,Female
31.0,White / Caucasian;Hispanic / Latino,9/8/16,CA,Male
69.0,White / Caucasian,11/17/13,CA,Male
0.0,Asian,7/28/06,NY,Male
15.0,Other,11/25/15,TX,Female
45.0,Black / African American,8/13/74,AR,Female
51.0,White / Caucasian;Hispanic / Latino,4/22/15,TX,Male
51.0,White / Caucasian,6/21/12,AR,Male
32.0,White / Caucasian;Hispanic / Latino,10/24/88,DC,Male
30.0,White / Caucasian,8/15/84,OR,Male
39.0,White / Caucasian,1/16/91,OR,Female
9.0,Black / African American,2/21/12,NY,Male
27.0,White / Caucasian,8/28/86,OR,Male
35.0,White / Caucasian,5/31/95,OR,Male
50.0,White / Caucasian,7/8/12,FL,Male
73.0,White / Caucasian,3/15/75,PA,Female
67.0,White / Caucasian,8/1/11,WA,Male
23.0,White / Caucasian,11/1/71,CA,Male
31.0,Other,6/28/07,AZ,Male
23.0,Black / African American,5/15/11,CA,Female
38.0,White / Caucasian,3/21/11,MI,Male
12.0,Hispanic / Latino,8/11/09,AZ,Female
49.0,White / Caucasian,6/18/12,TX,Male
38.0,White / Caucasian,8/4/95,OR,Female
72.0,White / Caucasian,9/28/11,CO,Male
24.0,White / Caucasian,4/15/88,OR,Male
20.0,Black / African American,5/4/05,NY,Male
30.0,White / Caucasian,2/21/93,WA,Male
25.0,Black / African American,7/27/11,MO,Male
37.0,White / Caucasian,9/28/08,NM,Female
40.0,White / Caucasian;Hispanic / Latino,7/8/11,WA,Male
22.0,Asian,5/14/07,MO,Male
36.0,White / Caucasian,1/1/01,WA,Male
41.0,White / Caucasian,6/12/85,CA,Female
24.0,White / Caucasian,10/2/06,OH,Female
41.0,White / Caucasian,5/31/98,TX,Female
34.0,White / Caucasian,8/20/17,NJ,Female
29.0,Black / African American,1/31/16,GA,Male
37.0,White / Caucasian,2/26/17,IN,Male
17.0,White / Caucasian,8/6/83,SC,Male
26.0,White / Caucasian,7/10/16,TX,Female
40.0,White / Caucasian,8/11/13,PA,Male
61.0,Black / African American,9/28/12,NC,Male
35.0,Black / African American,10/10/92,WA,Female
25.0,White / Caucasian,10/20/93,WA,Female
43.0,White / Caucasian,2/12/08,NC,Female
37.0,Black / African American,12/20/12,AR,Male
41.0,White / Caucasian;Hispanic / Latino,11/9/15,TX,Male
23.0,Black / African American,8/10/96,NY,Male
61.0,White / Caucasian,4/10/17,AZ,Male
16.0,Other,8/19/17,PA,Female
18.0,White / Caucasian,6/10/74,CA,Male
44.0,White / Caucasian,1/28/92,WA,Male
79.0,White / Caucasian,1/2/12,WA,Male
48.0,Hispanic / Latino,2/21/97,CA,Male
24.0,White / Caucasian,10/20/87,TX,Female
28.0,White / Caucasian,8/15/14,NC,Male
15.0,White / Caucasian;Hispanic / Latino,1/8/18,FL,Male
32.0,White / Caucasian,8/17/81,AK,Male
35.0,White / Caucasian,5/18/15,CA,Male
42.0,White / Caucasian,9/20/04,FL,Male
16.0,Black / African American,6/9/15,IL,Female
33.0,White / Caucasian,5/18/16,CA,Male
67.0,Black / African American,4/30/17,TX,Male
29.0,White / Caucasian,7/11/81,OK,Male
45.0,White / Caucasian,1/12/61,IA,Male
57.0,White / Caucasian,1/28/16,KY,Male
6.0,Hispanic / Latino,3/17/14,UT,Female
41.0,White / Caucasian,6/29/97,AK,Female
27.0,White / Caucasian,2/14/07,CO,Male
48.0,Black / African American,5/27/94,AZ,Male
53.0,White / Caucasian,7/27/13,CT,Female
52.0,Black / African American,11/13/17,IL,Female
24.0,White / Caucasian,12/23/17,OH,Male
34.0,Black / African American,6/28/17,NE,Male
23.0,White / Caucasian,1/9/09,CA,Female
49.0,White / Caucasian,7/3/08,IA,Male
22.0,Black / African American,1/1/93,FL,Male
35.0,White / Caucasian,8/4/96,AZ,Male
30.0,Hispanic / Latino,6/26/86,CA,Male
50.0,Black / African American,12/9/13,OR,Male
14.0,Black / African American,10/4/84,KY,Male
32.0,White / Caucasian,5/1/13,TX,Male
36.0,White / Caucasian,7/1/94,CA,Male
66.0,White / Caucasian,9/22/13,WA,Male
24.0,White / Caucasian,12/11/82,TX,Female
41.0,White / Caucasian,6/7/17,WI,Male
54.0,White / Caucasian,12/17/98,TN,Male
40.0,White / Caucasian,10/15/02,CA,Female
47.0,White / Caucasian,5/8/12,FL,Female
17.0,White / Caucasian,1/15/99,TX,Female
14.0,White / Caucasian,7/25/93,OR,Female
32.0,White / Caucasian;Hispanic / Latino,7/31/07,GA,Male
78.0,White / Caucasian,11/23/06,OH,Male
44.0,White / Caucasian,4/21/03,CA,Female
49.0,White / Caucasian,3/23/17,NC,Female
47.0,White / Caucasian,5/16/17,OH,Female
36.0,Black / African American,5/31/16,TX,Female
27.0,White / Caucasian,4/30/16,CA,Male
23.0,Hispanic / Latino,8/1/15,AZ,Male
25.0,White / Caucasian,7/2/17,TX,Male
8.0,Hispanic / Latino,5/12/14,FL,Female
59.0,White / Caucasian,10/8/16,CO,Male
24.0,White / Caucasian,4/13/02,KY,Male
25.0,White / Caucasian,7/4/85,FL,Male
28.0,White / Caucasian,11/22/12,CA,Female
71.0,White / Caucasian,7/20/13,TX,Male
30.0,White / Caucasian,8/1/09,CA,Female
22.0,Uncertain,6/10/08,ID,Male
21.0,White / Caucasian,6/30/81,TX,Female
44.0,Asian,8/1/98,NY,Female
20.0,Black / African American,10/25/08,TN,Male
42.0,White / Caucasian,11/14/11,HI,Male
33.0,White / Caucasian,3/13/89,ME,Male
32.0,White / Caucasian,9/1/03,CO,Male
39.0,Black / African American,1/4/12,TX,Male
39.0,White / Caucasian;Hispanic / Latino,5/17/91,FL,Male
4.0,Black / African American,1/1/06,OH,Female
